name,Synonyms
Tryptophan,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid | (S)-alpha-Amino-beta-(3-indolyl)-propionic acid | (S)-Tryptophan | (S)-α-amino-1H-indole-3-propanoic acid | L-(-)-Tryptophan | L-(−)-tryptophan | L-Tryptophan | L-β-3-indolylalanine | Triptofano | Trp | Tryptophan | Tryptophane | Tryptophanum | W
Cysteine,(2R)-2-amino-3-mercaptopropanoic acid | (2R)-2-amino-3-sulfanylpropanoic acid | (R)-2-Amino-3-mercaptopropanoic acid | Cisteina | Cisteinum | Cys | Cysteine | Cysteinum | Free Cysteine | L-2-Amino-3-mercaptopropionic acid | L-Cys | L-Cystein | L-cysteine | L-Zystein
Thiamine,Aneurin | Antiberiberi factor | Thiamin | Thiamine | thiamine(1+) | thiamine(1+) ion | thiaminium | Thiaminum | Tiamina | Vitamin B1
Ergocalciferol,"(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol | (5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol | (5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol | Activated ergosterol | Ercalciol | Ergocalciférol | Ergocalciferol | Ergocalciferolum | Oleovitamin D2 | Viosterol | Vitamin D-2 | Vitamin D2 | Vitamina D2"
Dihomo-gamma-linolenic acid,"(8Z,11Z,14Z)-Icosatrienoic acid | (Z,Z,Z)-8,11,14-Eicosatrienoic acid | (Z,Z,Z)-8,11,14-Icosatrienoate | (Z,Z,Z)-8,11,14-Icosatrienoic acid | 20:3, n-6,9,12 all-cis | 8,11,14-Eicosatrienoic Acid | 8c,11c,14c-eicosatrienoic acid | 8c,11c,14c-Eicosatriensäure | all-cis-8,11,14-eicosatrienoic acid | all-cis-8,11,14-icosatrienoic acid | all-cis-eicosa-8,11,14-trienoic acid | all-cis-Eicosa-8,11,14-triensäure | all-cis-icosa-8,11,14-trienoic acid | C20:3, n-6,9,12 all-cis | cis,cis,cis-8,11,14-eicosatrienoic acid | DGLA | dihomo-γ-linolenic acid | eicosa-8Z,11Z,14Z-trienoic acid | gamma-Homolinolenic acid | Homo-gamma-linolenic acid | Homo-gamma-linolensäure | Homo-γ-linolensäure"
Citrulline,(S)-2-Amino-5-ureidopentanoic acid | 2-Amino-5-ureidovaleric acid | alpha-amino-delta-Ureidovaleric acid | Cit | Citrulina | Citrulline | delta-Ureidonorvaline | L-2-Amino-5-ureidovaleric acid | L-Citrulline | N(5)-(Aminocarbonyl)-L-ornithine | N(delta)-Carbamylornithine | N5-(Aminocarbonyl)ornithine | N5-Carbamoyl-L-ornithine | N5-carbamoylornithine | α-amino-δ-ureidovaleric acid | δ-ureidonorvaline
Threonine,"(2S,3R)-(-)-Threonine | (2S)-threonine | 2-Amino-3-hydroxybutyric acid | L-(-)-Threonine | L-2-Amino-3-hydroxybutyric acid | L-alpha-amino-beta-hydroxybutyric acid | L-Threonin | L-Threonine | L-α-amino-β-hydroxybutyric acid | Thr | Threonine | Threoninum | Treonina"
NADH,"1,4-dihydronicotinamide adenine dinucleotide | DPNH | NAD reduced form | Nicotinamide adenine dinucleotide (reduced) | Nicotinamide-adenine dinucleotide, reduced | Reduced nicotinamide adenine diphosphate | Reduced nicotinamide-adenine dinucleotide"
Folic acid,"Acide folique | ácido fólico | Acidum folicum | Folacin | Folate | Folic acid | Folsäure | N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid | N-pteroyl-L-glutamic acid | PGA | PteGlu | Pteroyl-L-glutamate | Pteroyl-L-glutamic acid | Pteroyl-L-monoglutamic acid | Pteroylglutamic acid | Vitamin B9 | Vitamin Bc | Vitamin M"
Icosapent,"(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid | (all-Z)-5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-Icosapentaenoic acid | all-cis-5,8,11,14,17-eicosapentaenoic acid | all-cis-5,8,11,14,17-icosapentaenoic acid | all-cis-icosa-5,8,11,14,17-pentaenoic acid | cis-5,8,11,14,17-eicosapentaenoic acid | cis-5,8,11,14,17-EPA | cis-delta(5,8,11,14,17)-Eicosapentaenoic acid | Eicosapentaenoic acid | EPA | Icosapent | Icosapentaenoic acid | Icosapento | Icosapentum | Timnodonic acid"
Alanine,(2S)-2-aminopropanoic acid | (S)-2-aminopropanoic acid | (S)-alanine | Alanina | Alanine | Alaninum | L-2-Aminopropionic acid | L-Alanin | L-alanine | L-alpha-Alanine | L-α-alanine
Valine,(2S)-2-Amino-3-methylbutanoic acid | (S)-Valine | 2-Amino-3-methylbutyric acid | L-(+)-alpha-Aminoisovaleric acid | L-alpha-Amino-beta-methylbutyric acid | L-valin | L-valine | Val | Valine
Vitamin A,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol | all-trans-retinol | all-trans-retinyl alcohol | all-trans-vitamin A alcohol | Retinol | Retinolum | Vitamin A1"
Vitamin E,"(+)-α-tocopherol | (2R,4'R,8'R)-α-tocopherol | (R,R,R)-α-tocopherol | 5,7,8-trimethyltocol | alpha-tocopherol | d-α-tocopherol"
Pyridoxine,"2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine | 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine | 3-hydroxy-4,5-dimethylol-α-picoline | 5-hydroxy-6-methyl-3,4-pyridinedimethanol | Piridoxina | Pyridoxine | Pyridoxinum | Pyridoxol | Vitamin B6"
Lipoic acid,"(+)-alpha-Lipoic acid | (R)-(+)-Lipoate | (R)-(+)-lipoic acid | (R)-1,2-Dithiolane-3-pentanoic acid | (R)-1,2-dithiolane-3-valeric acid | (R)-6,8-thioctic acid | (R)-lipoic acid | Alpha lipoic acid | alpha-Lipoic acid | alpha-Liponsäure | D-thioctic acid | Lipoic acid | R-(+)-thioctic acid | R-alpha-lipoic acid | Thioctic acid | Thioctic acid D-form | α-lipoic acid"
Isoleucine,"(2S,3S)-2-Amino-3-methylpentanoic acid | 2-Amino-3-methylvaleric acid | alpha-amino-beta-methylvaleric acid | Ile | Isoleucina | Isoleucine | Isoleucinum | L-Isoleucine | α-amino-β-methylvaleric acid"
Aspartame,1-Methyl N-L-alpha-aspartyl-L-phenylalanate | 1-methyl N-L-α-aspartyl-L-phenylalanate | 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid | 3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid | Asp-phe-ome | Aspartam | Aspartame | Aspartamo | Aspartamum | Aspartylphenylalanine methyl ester | L-Aspartyl-L-phenylalanine methyl ester
Cholecalciferol,"(+)-vitamin D3 | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol | Activated 7-dehydrocholesterol | Calciol | CC | Cholecalciferol | Cholecalciferolum | Colecalciferol | Colecalciferolum | Oleovitamin D3 | Vitamin D-3 | Vitamin D3"
Menadione,"2-Methyl-1,4-Naphthalenedione | 2-Methyl-1,4-naphthochinon | 2-Methyl-1,4-naphthoquinone | Menadione | Vitamin K 3 | Vitamin K3"
ATP,Adenosine 5'-triphosphate | Adenosine triphosphate | Adenosine-5'-triphosphate | ATP
Proline,(-)-2-Pyrrolidinecarboxylic acid | (−)-(S)-proline | (−)-2-pyrrolidinecarboxylic acid | (−)-proline | (2S)-pyrrolidine-2-carboxylic acid | (S)-2-Carboxypyrrolidine | (S)-2-Pyrrolidinecarboxylic acid | (S)-pyrrolidine-2-carboxylic acid | 2-Pyrrolidinecarboxylic acid | L-(−)-proline | L-alpha-pyrrolidinecarboxylic acid | L-Prolin | L-Prolina | L-Proline | L-pyrrolidine-2-carboxylic acid | L-α-pyrrolidinecarboxylic acid | P | Prolina | Proline | Prolinum
Adenine,6-Aminopurine | Adenin | Adenine | Vitamin B4
Asparagine,"(2S)-2-amino-3-carbamoylpropanoic acid | (2S)-2,4-diamino-4-oxobutanoic acid | (S)-2-amino-3-carbamoylpropanoic acid | (S)-Asparagine | 2-Aminosuccinamic acid | alpha-aminosuccinamic acid | Asn | Asparagine | Aspartamic acid | L-2-aminosuccinamic acid | L-Asparagine | L-aspartic acid beta-amide | L-aspartic acid β-amide | α-aminosuccinamic acid"
Pravastatin,"(+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid | Pravastatin | Pravastatin acid | Pravastatina | Pravastatine | Pravastatinum"
Fluvoxamine,Fluvoxamina | Fluvoxamine | Fluvoxaminum
Valsartan,(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine | N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine | N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine | Valsartan
Ramipril,"(2S-(1(R*(R*)),2alpha,3abeta,6abeta))-1-(2-((1-(Ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid | Ramipril | Ramiprilum"
Masoprocol,"erythro-nordihydroguaiaretic acid | Masoprocol | Masoprocolum | meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane | meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane | meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol | meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol) | meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol | meso-NDGA | meso-nordihydroguaiaretic acid | meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan | Nordihydroguaiaretic acid"
Flunisolide,Flunisolida | Flunisolide | Flunisolide anhydrous | Flunisolidum
Baclofen,(+-)-Baclofen | 4-Amino-3-(4-chlorophenyl)butyric acid | Baclofen | Baclofène | Baclofeno | Baclofenum | beta-(4-Chlorophenyl)gaba | beta-(Aminomethyl)-4-chlorobenzenepropanoic acid | beta-(Aminomethyl)-p-chlorohydrocinnamic acid | beta-(p-Chlorophenyl)-gamma-aminobutyric acid | DL-4-Amino-3-p-chlorophenylbutanoic acid | DL-Baclofen | gamma-Amino-beta-(p-chlorophenyl)butyric acid
Amphetamine,(+-)-alpha-Methylphenylethylamine | 1-phenyl-2-aminopropane | alpha-Methylbenzeneethaneamine | Amfetamina | Amfetamine | Amfetaminum | Amphetamine | beta-Aminopropylbenzene | beta-Phenylisopropylamin | Desoxynorephedrine | rac-(2R)-1-phenylpropan-2-amine | rac-amphetamine | α-methylbenzeneethaneamine | α-methylphenethylamine | β-aminopropylbenzene | β-phenylisopropylamine
Pentagastrin,Pentagastrin
Nicotine,(−)-nicotine | (S)-(−)-nicotine | (S)-3-(1-methylpyrrolidin-2-yl)pyridine | (S)-3-(N-methylpyrrolidin-2-yl)pyridine | (S)-Nicotine | 3-(2-(N-methylpyrrolidinyl))pyridine | 3-(N-methylpyrollidino)pyridine | L(−)-nicotine | Nicotina | Nicotine | Nicotine betadex | Nicotine polacrilex | Nikotin | Nikotyna
Cevimeline,"2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine | Cevimelina | Cévimèline | Cevimeline | Cevimelinum"
Lorazepam,Loracepam | Lorazepam | o-Chlorooxazepam | o-Chloroxazepam
Esmolol,(±)-esmolol | (±)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate | 3-[4-(2-Hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester | Esmolol | Methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate | methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate
Bortezomib,[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid | Bortezomib | N-[(1R)-1-(DIHYDROXYBORYL)-3-methylbutyl]-N-(pyrazin-2-ylcarbonyl)-L-phenylalaninamide
Ethchlorvynol,1-chloro-3-ethyl-1-penten-4-yn-3-ol | 1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol | 3-(beta-chlorovinyl)-1-pentyn-3-ol | 3-(β-chlorovinyl)-1-pentyn-3-ol | etclorvinol | Ethchlorvynol | ethyl β-chlorovinyl ethynyl carbinol | β-chlorovinyl ethyl ethynyl carbinol
Carbidopa,"(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate | (S)-(−)-carbidopa | (S)-carbidopa | (αS)-α-hydrazino-3,4-dihydroxy-α-methylbenzenepropanoic acid | Carbidopa | Carbidopa (anhydrous) | Carbidopa anhydrous | Carbidopum | L-3-(3,4-dihydroxyphenyl)-2-methyl-2-hydrazinopropionic acid | L-α-methyldopahydrazine"
Phentermine,"alpha,alpha-Dimethylphenethylamine | Fentermina | Phentermine | Phentermine resin | Phenterminum"
Indecainide,Indecainida | Indecainide | Indecainidum
Tramadol,Tramadol | Tramadolum
Vidarabine,9-beta-D-arabinofuranosyl-9H-purin-6-amine | 9-beta-D-arabinofuranosyl-adenine | 9-beta-D-Arabinofuranosyladenine | 9-β-D-arabinofuranosyl-9H-purin-6-amine | 9-β-D-arabinofuranosyladenine | Spongoadenosine | Vidarabine | Vidarabinum
Betaxolol,1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol | 1-(isopropylamino)-3-[p-(cyclopropylmethoxyethyl)phenoxy]-2-propanol | Betaxolol | Bétaxolol | Betaxololum
Fluconazole,Diflucan | Difluconazole | Fluconazol | Fluconazole | Fluconazolum | Triflucan
Troglitazone,Troglitazona | Troglitazone
Oseltamivir,"(−)-oseltamivir | 1-Cyclohexene-1-carboxylic acid, 4-(acetylamino)-5-amino-3-(1-ethylpropoxy)-, ethyl ester, (3R-(3alpha,4beta,5alpha))- | Ethyl (3R,4R,5S)-4-acetamido-5-amino-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate | Oseltamivir | Oséltamivir | Oseltamivirum"
Erythromycin,3''-O-demethylerythromycin | Abomacetin | Eritromicina | Erythromycin | Erythromycin A | Erythromycin C | érythromycine | Erythromycinum
Hydroxocobalamin,Hydroxocobalamin | Hydroxocobalamin anhydrous | Hydroxocobalamine | Hydroxocobalaminum anhydrous | Hydroxycobalamin | OH-Cbl | Vitamin B-12b
Caffeine,"1-methyltheobromine | 1,3,7-trimethyl-2,6-dioxopurine | 1,3,7-trimethylpurine-2,6-dione | 1,3,7-trimethylxanthine | 3,7-Dihydro-1,3,7-trimethyl-1H-purin-2,6-dion | 7-methyltheophylline | Anhydrous caffeine | Cafeína | Caféine | Caffeine | Caffeinum | Coffein | Coffeinum | Guaranine | Koffein | Mateína | Methyltheobromine | Teína | Thein | Theine"
Succinylcholine,"2,2'-[(1,4-dioxobutane-1,4-diyl)bis(oxy)]bis(N,N,N-trimethylethanaminium) | Dicholine succinate | Succinocholine | Succinoylcholine | Succinylbischoline | Succinyldicholine | Suxamethonium"
Sildenafil,"1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine | Sildenafil | Sildenafilo"
Dofetilide,beta-((p-Methanesulfonamidophenethyl)methylamino)methanesulfono-p-phenetidide | Dofetilida | Dofetilide | Dofetilidum
Pyrimethamine,"2,4-Diamino-5-(4-chlorophenyl)-6-ethylpyrimidine | 2,4-Diamino-5-(P-chlorophenyl)-6-ethylpyrimidine | 2,4-Diamino-5-chlorophenyl-6-ethylpyrimidine | 5-(4-Chlorophenyl)-6-ethyl-2,4-diaminopyrimidine | 5-(4-Chlorophenyl)-6-ethyl-2,4-pyrimidinediamine | 5-(4'-Chlorophenyl)-2,4-diamino-6-ethylpyrimidine | CD | Chloridine | Chloridyn | Diaminopyritamin | Ethylpyrimidine | Pirimetamina | Primethamine | Pyrimethamine | Pyriméthamine | Pyrimethaminum"
Reserpine,"(−)-reserpine | (3beta,16beta,17alpha,18beta,20alpha)-11,17-Dimethoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester | 3,4,5-trimethoxybenzoyl methyl reserpate | Reserpin | Reserpine"
Azithromycin,Azithromycin | Azithromycine | Azithromycinum | Azitromicina
Ticlopidine,Ticlopidina | Ticlopidine | Ticlopidinum
Trospium,
Adapalene,6-(3-(1-Adamantyl)-4-methoxyphenyl)-2-naphthoic acid | Adapalene | Adapalène | Adapaleno | Adapalenum
Midodrine,"(±)-2-amino-N-(β-hydroxy-2,5-dimethoxyphenethyl)acetamide | 1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol | 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide | DL-N1-(beta-Hydroxy-2,5-dimethoxyphenethyl)glycinamid | Midodrin | Midodrina | Midodrine | Midodrinum"
Remikiren,Remikiren
Pantoprazole,Pantoprazol | Pantoprazole | Pantoprazolum
Torasemide,1-Isopropyl-3-((4-m-toluidino-3-pyridyl)sulfonyl)urea | N-(((1-Methylethyl)amino)carbonyl)-4-((3-methylphenyl)amino)-3-pyridinesulfonamide | Torasemida | Torasemide | Torasémide | Torasemidum | Torsemide
Citalopram,Citalopram | Citalopramum | Nitalapram 
Eletriptan,Eletriptan | élétriptan | Eletriptán | Eletriptanum
Bethanidine,"Betanidina | Betanidine | Bétanidine | Betanidinum | Bethanidine | N,N'-dimethyl-N''-(phenylmethyl)-guanidine"
Moxifloxacin,"1-Cyclopropyl-6-fluoro-1,4-dihydro-8-methoxy-7-((4as,7as)-octahydro-6H-pyrrolo(3,4-b)pyridin-6-yl)-4-oxo-3-quinolinecarboxylic acid | Moxifloxacin | Moxifloxacino"
Oxyphenonium,Oxyphenonium cation | Oxyphenonium ion
Nelfinavir,Nelfinavir
Isoetharine,Isoetarina | Isoetarine | Isoetarinum | Isoetharine
Glimepiride,Glimepirida | Glimepiride | Glimépiride | Glimepiridum
Diflorasone,"(6α,11β,16β)-6,9-difluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione | Diflorasona | Diflorasone | Diflorasonum"
Indinavir,"(1(1S,2R),5(S))-2,3,5-Trideoxy-N-(2,3-dihydro-2-hydroxy-1H-inden-1-yl)-5-(2-(((1,1-dimethylethyl)amino)carbonyl)-4-(3-pyridinylmethyl)-1-piperazinyl)-2-(phenylmethyl)-D-erythro-pentonamide | Indinavir | Indinavir anhydrous"
Gadodiamide,Gadodiamida | Gadodiamide | Gadodiamide anhydrous
Guanadrel,Guanadrel | Guanadrelum
Lovastatin,"(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate | 2β,6α-dimethyl-8alpha-(2-methyl-1-oxobutoxy)-mevinic acid lactone | 6-alpha-methylcompactin | 6alpha-methylcompactin | 6α-methylcompactin | Lovastatin | Lovastatina | Lovastatine | Lovastatinum | Mevinolin"
Enflurane,"2-chloro-1,1,2-trifluoroethyl difluoromethyl ether | Alyrane | Efrane | Enflurane | Enflurano | Enfluranum | Methylflurether"
Cefotiam,"(6R,7R)-7-[2-(2-Amino-thiazol-4-yl)-acetylamino]-3-[1-(2-dimethylamino-ethyl)-1H-tetrazol-5-ylsulfanylmethyl]-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Cefotiam | Cefotiamum | CTM"
Pregabalin,(S)-3-Isobutyl GABA | 3-Isobutyl GABA | Pregabalin | Pregabalina
Temazepam,Temazepam
Methyclothiazide,Methyclothiazide
Aminosalicylic acid,4-amino-2-hydroxybenzoic acid | 4-aminosalicylate | 4-aminosalicylic acid | Aminosalicylic acid | p-aminosalicylic acid | para-amino salicylic acid | para-aminosalicylic acid | PAS
Reboxetine,Reboxetina | Reboxetine
Milrinone,"1,6-Dihydro-2-methyl-6-oxo(3,4'-bipyridine)-5-carbonitrile | Milrinona | Milrinone | Milrinonum"
Pipobroman,"1,4-bis(3-bromopropionyl)piperazine | N,N-bis-(3-bromopropionyl)-piperazine | Pipobroman | Pipobromanum"
Butabarbital,"5-ethyl-5-(1-methylpropyl)-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-ethyl-5-(1-methylpropyl)barbituric acid | 5-sec-butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-sec-butyl-5-ethylbarbituric acid | 5-sec-butyl-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione | Butabarbital | Secbutabarbital | Secbutabarbitale | Secbutabarbitalum"
Nevirapine,"11-cyclopropyl-5,11-dihydro-4-methyl-6H-dipyrido(3,2-b:2',3'-e)(1,4)diazepin-6-one | NEV | Nevirapina | Nevirapine | Nevirapine anhydrous | Nevirapine, anhydrous | NVP"
Oxiconazole,"2',4'-Dichloro-2-imidazol-1-ylacetophenone (Z)-[O-(2,4-dichlorobenzyl)oxime] | Oxiconazol | Oxiconazole | Oxiconazolum"
Alclometasone,"(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione | 7α-Chloro-16α-methylprednisolone | Alclometasone"
Butalbital,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione | 5-allyl-5-(2-methylpropyl)barbituric acid | 5-allyl-5-(2'-methyl-n-propyl) barbituric acid | 5-allyl-5-isobutyl-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-Allyl-5-isobutyl-pyrimidine-2,4,6-trione | 5-allyl-5-isobutylbarbituric acid | 5-isobutyl-5-allylbarbituric acid | Allylbarbital | Allylbarbitone | Allylbarbituric acid | Butalbarbital | Butalbital | Butalbitalum | iso-butylallylbarbituric acid | Itobarbital | Tetrallobarbital"
Cladribine,"(2R,3S,5R)-5-(6-amino-2-chloropurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol | 2-CdA | 2-Chloro-2'-deoxy-beta-adenosine | 2-Chloro-2'-deoxyadenosine | 2-chloro-2′-deoxy-adenosine | 2-chloro-6-amino-9-(2-deoxy-β-D-erythro-pentofuranosyl)purine | 2-chloro-deoxyadenosine | 2-Chlorodeoxyadenosine | 2ClAdo | Cladribina | Cladribine | Cladribinum | CldAdo"
Ranolazine,Ranolazina | Ranolazine
Mesalazine,3-carboxy-4-hydroxyaniline | 5-aminosalicylic acid | 5-ASA | m-Aminosalicylic acid | Mesalamine | Mesalazina | Mésalazine | Mesalazine | Mesalazinum | p-Aminosalicylsaeure
Benzatropine,"3-alpha-(diphenylmethoxy)tropane | 3endo-benzhydryloxytropane | 3α-(diphenylmethoxy)-1αH,5αH-tropane | 3α-(diphenylmethoxy)tropane | 3α-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane | Benzatropina | Benzatropine | Benzatropinum | benzhydryl 8-methyl-8-azabicyclo[3.2.1]oct-3-yl ether | Benztropine | Tropine benzohydryl ether"
Ziprasidone,Ziprasidona | Ziprasidone | Ziprasidonum
Methysergide,"(+)-9,10-Didehydro-N-(1-(hydroxymethyl)propyl)-1,6-dimethylergoline-8β-carboxamide | (+)-N-(1-(Hydroxymethyl)propyl)-1-methyl-D-lysergamide | 1-Methyl-D-lysergic acid butanolamide | 1-Methyl-dextro-lysergic acid (+)-1-hydroxy-2-butylamide | 1-Methyllysergic acid butanolamide | 1-Methylmethylergonovine | 9,10-Didehydro-N-(1-(hydroxymethyl)propyl)-1,6-dimethylergoline-8-carboxamide | Méthysergide | Methysergide | Methysergidum | Metisergida | Metisergido | N-(1-(Hydroxymethyl)propyl)-1-methyl-dextro-(+)-lysergamide"
